"Mixture"	"Neutrophils"	"Fibroblasts"	"Melanoma"	"Macrophage"	"Keratinocytes"	"T_cell"	"Endothelial"
"D_8_17_147"	"0.067495151927705"	"0.135807990208985"	"0"	"0.123651689468866"	"0.673045168394444"	"0.000176254372177401"	"0"
"D_8_17_56"	"0.0725804265285412"	"0.141015858797683"	"0"	"0.14646810355859"	"0.612167488406232"	"0.02656079114625"	"0.00279101182907451"
"D_8_17_163"	"0.0804083065563119"	"0.144127578730226"	"0"	"0.193947210156239"	"0.581516904557223"	"0.000467791789447757"	"0"
"D_8_17_94"	"0.0884229334878914"	"0.163809352302146"	"0"	"0.160801046648158"	"0.582725079267144"	"0.00389961008744888"	"0.00153658995239248"
"D_8_17_200"	"0.0911027257154428"	"0.17450681583698"	"0.00804405425560458"	"0.137881398006277"	"0.564931146300606"	"0.000774581932133212"	"0.0235338598850901"
"D_8_17_87"	"0.0920981314335252"	"0.196360521533205"	"0"	"0.149591895083173"	"0.539916377679047"	"8.71044537352376e-05"	"0.0220330742710488"
"D_8_17_134"	"0.0891741678602693"	"0.155876129222889"	"0"	"0.141868322690717"	"0.602577121126361"	"0.000469110765083208"	"0.0105042590997639"
"D_8_17_169"	"0.0745427260415235"	"0.119625981290808"	"0.0136586580842632"	"0.131606890870603"	"0.646855401401974"	"0.00121997896780791"	"0.0137103423108282"
"D_8_17_42"	"0.0757381014904742"	"0.161823324812969"	"0"	"0.144744378566336"	"0.60384467658624"	"0.000266032836954316"	"0.013849518543981"
"D_8_17_26"	"0.0876772985909288"	"0.159684196981804"	"0"	"0.141369923761874"	"0.611268580665393"	"0.000320720407905195"	"0"
"D_8_17_179"	"0.0535488198591114"	"0.142191930919669"	"0"	"0.168637733280516"	"0.605451894642966"	"0.000747053715102164"	"0.0301696212977373"
"D_8_17_173"	"0.0753767005507371"	"0.13909876837471"	"0.0136810039389255"	"0.150145283790205"	"0.609697447102468"	"0.000217981211802357"	"0.0120007962429541"
"D_8_17_95"	"0.0896414197378972"	"0.158694736671514"	"0"	"0.1230641546246"	"0.628599688965989"	"0.000513716908811104"	"0"
"D_8_17_159"	"0.0816863566960964"	"0.132380158165287"	"0"	"0.13114383574052"	"0.650431601627211"	"0.000601813121611908"	"0.00435804777088533"
"D_8_17_107"	"0.0794873867571905"	"0.150084250237266"	"0"	"0.138909139563318"	"0.613974898966045"	"0.00154982186331112"	"0.0175443244761806"
"D_8_17_64"	"0.0724057026774844"	"0.174856618919278"	"0"	"0.104837850034776"	"0.608951195026798"	"0.00170962282511647"	"0.0389486333416635"
"D_8_17_144"	"0.0808679184191085"	"0.134840398972753"	"0"	"0.206870616046255"	"0.577421066561884"	"0.0007701488026301"	"0"
"D_8_17_191"	"0.0688638380761896"	"0.101446016594124"	"0.0159514606643729"	"0.141106870307525"	"0.663790052101154"	"0.00194913765342723"	"0.00760949764681085"
"D_8_17_24"	"0.0706083098826178"	"0.159662523566081"	"0.00962849227752006"	"0.168639112807373"	"0.549974128059197"	"0.000111756428716729"	"0.0414874334072109"
"D_8_17_51"	"0.0505199168348756"	"0.0998531305805123"	"0.000965183768378811"	"0.136624756227919"	"0.705073117117908"	"0.0017739101138706"	"0.00696389547040609"
"D_8_17_105"	"0.0695257220429428"	"0.141039455843576"	"0"	"0.144857890841505"	"0.644576931271976"	"0.000387577753587831"	"0"
"D_8_17_17"	"0.0833455971370274"	"0.192114684697604"	"0"	"0.161853799651212"	"0.527880305546192"	"0.00101403373518053"	"0.0348056129679641"
"D_8_17_122"	"0.0731768068947345"	"0.133792979311313"	"0"	"0.140314231533698"	"0.634852198086376"	"0.0194427909101344"	"0"
"D_8_17_182"	"0.0651107416479679"	"0.174388529834361"	"0"	"0.128065061935925"	"0.607776254299422"	"0.000668755957083702"	"0.0246594122823234"
"D_8_17_126"	"0.08631300528899"	"0.156861505561357"	"0"	"0.154471964815738"	"0.602353524333915"	"0.000353522092931756"	"0"
"D_8_17_27"	"0.0783244102064364"	"0.117451180714419"	"0.00410832317181739"	"0.10994731438911"	"0.674871475135473"	"0.00140586826859483"	"0.0152972963827443"
"D_8_17_171"	"0.0955027907597067"	"0.132797858361952"	"0"	"0.123588116374656"	"0.638373191098977"	"0.00245822710438772"	"0.00973804340470812"
"D_8_17_199"	"0.0711172120051814"	"0.16423726372755"	"0"	"0.110904049849968"	"0.645717309814606"	"0.0109137339528432"	"0"
"D_8_17_21"	"0.081120139417393"	"0.108068404745326"	"0.0014078871796951"	"0.157396551920207"	"0.647116110487407"	"0.000703196044428637"	"0.00489090624997182"
"D_8_17_153"	"0.0716515297643186"	"0.188751657325977"	"0"	"0.180667255029197"	"0.53915812274081"	"0.00171798542304611"	"0.0197714351396972"
"D_8_17_131"	"0.0888710147314912"	"0.176104242022663"	"0"	"0.123218152496405"	"0.611806590749441"	"0.00032774779942544"	"0"
"D_8_17_149"	"0.0756029695345743"	"0.124127486005947"	"0.00395960597234435"	"0.124154795095627"	"0.645021066145199"	"0.000396283623115465"	"0.0271340772463091"
"D_8_17_9"	"0.0881390850068434"	"0.110933043912384"	"0.0171364125164517"	"0.0991995464878936"	"0.670352911599161"	"0.00564682424443135"	"0.00912707287001286"
"D_8_17_148"	"0.076974697299537"	"0.167624225175039"	"0"	"0.126762488833337"	"0.619160444663722"	"0.00949144984464971"	"0"
"D_8_17_110"	"0.0659369799588509"	"0.150385663756133"	"0"	"0.178276803137392"	"0.605400553147625"	"0.0006389863930604"	"0"
"D_8_17_135"	"0.0740688428828499"	"0.103317523549406"	"0.0190603461614511"	"0.136160727425289"	"0.655632629905047"	"0.0140082300889364"	"0"
"D_8_17_117"	"0.0564960065278867"	"0.122663689071646"	"0"	"0.123901078475362"	"0.690172531886346"	"6.63278791865295e-05"	"0.00676669403875892"
"D_8_17_193"	"0.0695881162580181"	"0.161461815608014"	"0"	"0.109034061611911"	"0.636911974815081"	"0.0230356233651512"	"0"
"D_8_17_125"	"0.0777175706855444"	"0.12674825784654"	"0.00963068914283858"	"0.151336006360427"	"0.616798312636855"	"0.000535025120786531"	"0.0177691633277947"
"D_8_17_192"	"0.0767372810202101"	"0.158220591214799"	"0"	"0.140509633557704"	"0.61890040062356"	"0.0014614942392097"	"0.00563209358372785"
"D_8_17_90"	"0.0695962024025019"	"0.114703244130752"	"0"	"0.142219164687236"	"0.667745957398246"	"0.00608484864348764"	"0"
"D_8_17_132"	"0.0851681816942371"	"0.111111621293119"	"0.0178836595349019"	"0.19018778133709"	"0.582703028496614"	"0.00104562868470237"	"0.0129457276440378"
"D_8_17_36"	"0.087429817072557"	"0.127674613250923"	"0"	"0.149667954601563"	"0.621513549109635"	"0.000627137117105215"	"0.0137140659653223"
"D_8_17_194"	"0.0939847817795207"	"0.13791505381765"	"0.00785584362776958"	"0.164314364266284"	"0.584503820479715"	"0.000395707776958981"	"0.0114261360290604"
"D_8_17_189"	"0.0602109423373504"	"0.112913321751"	"0"	"0.172268285695431"	"0.654607450216218"	"0.00120751137977052"	"0"
"D_8_17_174"	"0.0595099874640769"	"0.122519243216518"	"0.0110843355066813"	"0.105124754725421"	"0.685219621490265"	"0.000945763818165173"	"0.0165420575970379"
"D_8_17_180"	"0.0616739423267022"	"0.11337105780174"	"0"	"0.166566671198784"	"0.658388328672774"	"0.000644296645535117"	"0"
"D_8_17_48"	"0.0898479238543928"	"0.13385076923754"	"0"	"0.134208774508292"	"0.641952084589143"	"0.000412617386201696"	"0"
"D_8_17_188"	"0.0750461917213504"	"0.11181460673298"	"0.0195474112643436"	"0.140107824181167"	"0.64823077155897"	"0.00123110574396868"	"0.00525319454118887"
"D_8_17_161"	"0.0578010700683836"	"0.146212144712144"	"0"	"0.15551172623494"	"0.635523400331551"	"0.00136068443619693"	"0.00495165865298157"
"D_8_17_115"	"0.0810890698220445"	"0.190491011397102"	"0"	"0.160823610339725"	"0.539275243003116"	"0.000320849536770095"	"0.0283210654380129"
"D_8_17_30"	"0.0865740365890278"	"0.127958989366983"	"0.00776018680861381"	"0.15898286367025"	"0.617061416752234"	"0.00112357761874292"	"0.00166250681289179"
"D_8_17_70"	"0.0658298509726759"	"0.133738250338999"	"0.0075595323473227"	"0.104546624021632"	"0.675810126201664"	"0.00105202087055471"	"0.0125156161177058"
"D_8_17_18"	"0.0906527898742697"	"0.132483436924699"	"0"	"0.146232926510819"	"0.626860559576569"	"0.00103625579789516"	"0.0037702871136428"
"D_8_17_63"	"0.08147274245206"	"0.153734079997774"	"0.0139616884875552"	"0.138473123880327"	"0.603202584113056"	"0.00111444683206843"	"0.00915578106922748"
"D_8_17_86"	"0.0779631911953"	"0.187234826505549"	"0"	"0.129222740900913"	"0.573742593435056"	"0.000530456610511081"	"0.0318366479631824"
"D_8_17_55"	"0.0739161856866415"	"0.134647456765062"	"0.0221018993886433"	"0.105889756028575"	"0.649158666089684"	"0.00274718536336072"	"0.0115399840032126"
