"Mixture"	"Neutrophils"	"Fibroblasts"	"Melanoma"	"Macrophage"	"Keratinocytes"	"CD4_T"	"CD8_T"	"Endothelial"
"D_C_11"	"0"	"0.227450496142292"	"0.0257953692454466"	"0.0203961804477962"	"0.726357954164465"	"0"	"0.00140586826859483"	"0"
"D_C_170"	"0"	"0.219295573453873"	"0.0103956367843128"	"0.0392484289930706"	"0.731060360768744"	"0"	"0.00245822710438772"	"0"
"D_C_51"	"0"	"0.254863908205735"	"0"	"0.0265978886327125"	"0.706354526383099"	"0.0121836767784536"	"0.00288956935014903"	"0"
"D_C_149"	"0"	"0.262114999997654"	"0"	"0.0154548494674493"	"0.7181608386192"	"0.00426931191569716"	"0.000703196044428637"	"0"
"D_C_176"	"0"	"0.237264052276835"	"0.00294121697769617"	"0"	"0.744442837820769"	"0.0153518929247"	"0.00171798542304611"	"0"
"D_C_56"	"0"	"0.254467736995804"	"0.00849955962150407"	"0.0289657648366833"	"0.708066938546009"	"0"	"0.00032774779942544"	"0"
"D_C_41"	"0"	"0.228390656449278"	"0.0336224079881328"	"0"	"0.732157382026163"	"0.00582955353642662"	"0.000396283623115465"	"0"
"D_C_188"	"0"	"0.212071869667853"	"0.0155022041242134"	"0.0499011089674098"	"0.720738447607329"	"0.00178636963319492"	"0.000534896637178532"	"0"
"D_C_191"	"0"	"0.224349089944436"	"0.00422829471843884"	"0.020307524025767"	"0.742993117820092"	"0.00812197349126577"	"1.33058162855516e-05"	"0"
"D_C_135"	"0"	"0.24650603265764"	"0.00381288353104941"	"0.0178888950463744"	"0.731792188764936"	"0"	"0.0006389863930604"	"0"
"D_C_22"	"0"	"0.308901207235166"	"0"	"0.0299905930202869"	"0.656684997156117"	"0.00442320258842992"	"0.0022483000129794"	"0"
"D_C_157"	"0"	"0.247325810400849"	"0"	"0.0391682307889085"	"0.704156995824207"	"0.00934896298603487"	"6.63278791865295e-05"	"0"
"D_C_162"	"0"	"0.22242990763512"	"0.00173141856270108"	"0"	"0.77014417109595"	"0.00569450270622956"	"3.1591658174877e-05"	"0"
"D_C_102"	"0"	"0.216701761587149"	"0.0115358807855824"	"0.000803954749826846"	"0.761637785770471"	"0.00932061710697114"	"0.000535025120786531"	"0"
"D_C_95"	"0"	"0.23935640750472"	"0.039164339450091"	"0.0305713205469245"	"0.682347115639515"	"0.00856081685875007"	"0.0014614942392097"	"0"
"D_C_57"	"0"	"0.167609751655198"	"0"	"0.0370354033066153"	"0.783820062851536"	"0.0115347821866503"	"0.00034941726222284"	"0"
"D_C_66"	"0"	"0.235557569478462"	"0.0332498589595913"	"0.0264710395973444"	"0.704721531964602"	"0"	"0.00104562868470237"	"0"
"D_C_124"	"0"	"0.226772447556892"	"0.0329182660038225"	"0.00448250739067182"	"0.726198052964553"	"0.00962872608406084"	"0.000627137117105215"	"0"
"D_C_55"	"0"	"0.283428417992353"	"0"	"0.0238839668905714"	"0.681365434624102"	"0.0113221804929739"	"0.000395707776958981"	"0"
"D_C_87"	"0"	"0.25068098906704"	"0.0299773682540403"	"0.0305473985101337"	"0.670111642623206"	"0.0186826015455796"	"0.00120751137977052"	"0"
"D_C_90"	"0"	"0.287383911031622"	"0.0165164854623338"	"0.00984154416084291"	"0.6759617667867"	"0.0102962925585013"	"0.000945763818165173"	"0"
"D_C_94"	"0"	"0.236589517239478"	"0.0122847707381574"	"0.0228006679273158"	"0.728325044095049"	"0"	"0.000644296645535117"	"0"
"D_C_177"	"0"	"0.295932446715727"	"0.01252708021164"	"0.0106233844144565"	"0.679154745145875"	"0.00176234351230141"	"0.000272169575568967"	"0"
"D_C_31"	"0"	"0.262324973104411"	"0.0153255100780269"	"0.0298655138524158"	"0.690446089673583"	"0.00203791329156257"	"0.00123110574396868"	"0"
"D_C_17"	"0.000395727828544279"	"0.274439043616433"	"0.00296640862670447"	"0.0240805723633617"	"0.689194264231474"	"0.00892398333348243"	"0.00136068443619693"	"0"
"D_C_63"	"0"	"0.223241750788181"	"6.7478092677654e-05"	"0.0133975559771438"	"0.762773229352911"	"0.000519985789085753"	"0.000320849536770095"	"0"
"D_C_115"	"0"	"0.238813065564016"	"0.0186412517880587"	"0.00909133648215524"	"0.73345434616577"	"0"	"0.00112357761874292"	"0"
"D_C_103"	"0"	"0.237637188274078"	"0"	"0.0207675984316829"	"0.738998525408433"	"0.00259668788580613"	"0.00105202087055471"	"0"
"D_C_199"	"0"	"0.238483526743227"	"0.00319544265360705"	"0"	"0.756153889067549"	"0.00216714153561754"	"0.00103625579789516"	"0"
"D_C_74"	"0"	"0.177338492886431"	"0.0511012650788165"	"0"	"0.767988302063694"	"0.00357193997105762"	"0.00111444683206843"	"0"
"D_C_78"	"0"	"0.22699632660279"	"0"	"0.0270997854521521"	"0.743987177899869"	"0.00191671004518888"	"0.000530456610511081"	"0"
"D_C_4"	"0"	"0.203580797708329"	"0.0204818282964153"	"0.0322135693736067"	"0.734530319621008"	"0.00919348500064091"	"1.13332517986079e-06"	"0"
