GeneSymbol	Neutrophils	Fibroblasts	Melanoma	Macrophage	Keratinocytes	CD4_T	CD8_T	Endothelial
A1BG	335.938258851024	0.140868419633539	1.58713131879861	1.51531997798152	0.283718140266398	48.5073435724816	14.1741240110859	0
A1BG.AS1	5878.57349821604	2.24751857238715	2.05065313588707	0	0.413099555150225	1.24979721770221	216.650597624812	8.51594933875799
A1CF	0	8.05973175888583	10.3389868917618	11.901793434741	0.260677526373746	54.3223786212749	6.80845061931608	1519.48550880601
A2M	79577533407.8882	0.523065738693167	0.640296090213228	5.34060872740478	0.157976416158613	40.5458794032491	5.99720569340782	119968.322522321
A2M.AS1	0	0.560352827199356	0	0.720327532205724	0.0322654330075846	14.0688522151321	0.337089885097191	818.603148317059
A2ML1	229660644.375992	1.21951593131723	0.506241228714998	0.725515979883126	0.220952597858129	18.3886566820546	1099393.02264921	0
A2MP1	57.1463867496863	0.823788663303378	1.76173527754956	0.543616728403526	0.116328431267877	7.73776932332722	471.480090498449	115.856662065084
A4GALT	4985.48165510534	0.622231154265527	1.29798471967389	0.630092558189307	7.79236424909716	9.20182456106931	1.35649598218168	0
A4GNT	0	0.617299614368488	0.590372783920666	8.12165941781605	0.109660133280384	3.31020614623588	78.4997514891321	5.22039684138378
AA06	117.891143083767	0.345074785984578	11.2560124641842	15.7368213218532	0.175178064783259	23.5520675639121	0.682414305918233	23.8640511326083
AAAS	341942.809619059	0.33121687622454	37.4845480056932	9.21521420750815	0.361617200249359	122.583430489365	6.4692217344547	795.508075913962
AACS	19584153301.8294	11.573995092708	573.804292283271	0	0.257288885541211	35248.0658240113	3819409.97151503	25983.5266991734
AACSP1	0	1.08923217060011	0.517002471247353	8.97350773706034	0.254717992297547	1.84358814390213	80.9643932521357	0
AADAC	0	63.5395530414917	3.85635139964328	179.164726815599	0.32407605795916	25539.7997904929	78.7314074246424	8.56828543742185
AADACL2	508997975.921642	0.142743613330519	130.511172561192	0.893359581982775	0.0669409693591022	7368.5075766415	0	390274.235297684
AADACP1	95085.1777156731	2.35850095945442	12.5274490383125	8.58428930381506	0.243221546353205	0.476690185335949	9.01223501255249	0
AADAT	0	1.41531841514689	9.82989800441178	4.74427655562114	0.0768592643282535	0	2692.93370696759	0
AAED1	0	0.471777787656702	52.2474094371096	5.67649646001403	1.6989831684961	1309.66044902692	155.329744068612	0
AAGAB	41632041.2282894	5.82532841881654	107.83647775651	103.793745175765	0.089522755843264	0.257934643108866	25.7441151232868	0
AAK1	171237047.861325	0.447164319259749	311.33038313042	1.13366403678073	0.592820348735106	47.8730382620784	167.88768966412	0
AAMDC	229874257.722304	2.66324833537851	18.9078047728897	145.440670791618	0.163387205195232	3.74992939341983	4550.64467791496	0
AAMP	224.868156900246	0.457550265512706	113.282269529312	19.7802520933453	0.199124723049114	3084.32572292741	377407.971825595	0
AANAT	28137.0441859746	0	1.37688026825523	1.34669869779688	0.0907943908533904	7.65890388309961	0	0
AAR2	2044072.12652723	14.8835796792727	0.307525273196846	140.595012039402	0.0947444754168112	78.5516113389905	16.4344862158004	146798.072407981
AARS	8443364.19195901	104.487427630946	3.57988065218089	905.175570931555	0.16929646338083	5.32114337395644	8.40080540344625	150675.729100368
AARS2	2198.59353865291	0.131880014754515	5.91499245806992	0.497476317310723	0.0565581242468063	0.394772391425995	96.1976277329636	1182.08056617312
AASDH	11363.5614785301	0.0725999356480679	0.270916321556199	0.190708100581785	0.025407424467279	0.347987679016103	9.95628649617604	68.4726391526937
AASDHPPT	0	0.705548228563547	7.42856764568021	142.783620098356	0.327056425289987	0	49034.5833897828	0
AASS	0	11.6052341632446	18.5765875817367	2.21914564210724	0.520232229408476	227.561257688626	0	1026.80990293396
AATF	0	0.274286670442743	13.2356367010408	324.862892446654	0.21087659308379	220.591052375839	154896.36228167	6299.83235328227
AATK	828.499737243171	0.151164428926485	124.501274073077	0.878889531075474	4.56762103788156	0	0	0
AB488780	7.25943343737508	0.301837135366886	0.823181078907401	98.3492756277311	0.390866066387896	62.5648254367331	0	0
ABAT	0	16.7180970253355	2.73293030978204	35.7614463571441	0.0973457367790681	1070.45990543862	31299.7401351818	0
ABCA1	490550219.402275	11.2205769771517	11887.8851284994	5.24492912745174	0.0618929391819888	3.38839788367214	960.69288484918	0
ABCA11P	3860.05528487747	0.32889929343648	53.7920003282853	131.233557896632	9.468835385565	29.3574110023445	0.892189195906439	0
ABCA12	685805070.182334	357.888719666039	302.934619350484	54.381155088087	0.235832117590581	5047.64467054084	16.5113158376112	0
ABCA13	0	3.18596722469159	10.7609708343395	73.2570561884093	0.270809849661641	0.74259155235381	10453.152549508	0
ABCA17P	2170.51055619104	3.83449326431216	1.0127035325476	5.79357660456929	0.111492173726823	0.522697618943648	0.912720675921436	24.4346992856158
ABCA2	648984.688512291	15.6152212502996	1.45926485044391	2.8108758754497	0.58908690172356	135.891263364419	95126.4177112851	291.304753059875
ABCA3	0	2.70498168509023	2.33447936479535	0	0.190405457110221	2.39538206497774	3404.95757757758	0
ABCA4	0	2.21970908810405	24.7195194553346	36.3390628523248	1.06566475138263	0.697299866448323	8.72446342333488	969.693963567181
ABCA5	56612547.7207831	0.316406270016678	0.438553645197083	0.505045076343321	0.455145599311479	5887.58949721972	0	128595.726668877
ABCA6	13166612.6919822	0.206410045621442	2.42670028616317	95.4626876623086	0.0813938665273241	7.74064355811094	12633.9663254427	5915.21463999451
ABCA7	518709.555499446	2.82325702340397	1.29123745372138	0.342769434844964	0.11848059857777	0	2.80832761041554	6370.14544947122
