"Mixture"	"Neutrophils"	"Fibroblasts"	"Melanoma"	"Macrophage"	"Keratinocytes"	"T_cell"	"Endothelial"
"D_C_73"	"0"	"0.264899190415118"	"0.0293413013293657"	"0.0590929644678266"	"0.63201706504393"	"0.0150192026383087"	"0.000644309840631736"
"D_C_67"	"0"	"0.249666988938844"	"0.0320539282766652"	"0.0236118717653216"	"0.689596659272289"	"0.00664955848313704"	"0"
"D_C_137"	"0"	"0.196911546434749"	"0.029561026694755"	"0.0120994502699375"	"0.761427976600558"	"0.000668755957083702"	"0"
"D_C_42"	"0"	"0.240289142577916"	"0"	"0.0225224909832756"	"0.728657857580274"	"0.00888403095146581"	"0"
"D_C_52"	"0"	"0.272445463838587"	"0.0378158426594853"	"0.0085157216616002"	"0.677053199726248"	"0.00557564038267431"	"0"
"D_C_34"	"0"	"0.199111234398658"	"0.0148528082185597"	"0.0280766503046137"	"0.756219224499884"	"0.00419830968267295"	"0"
"D_C_41"	"0"	"0.228390656449278"	"0.0336224079881328"	"0"	"0.732157382026163"	"0.00871912288657565"	"0"
"D_C_192"	"0"	"0.204703491155422"	"0.0154712254598382"	"0"	"0.765603441433747"	"0.0149250379954222"	"0"
"D_C_100"	"0"	"0.248079796188817"	"0.0228323349260016"	"0"	"0.729087868885181"	"0.00171798542304611"	"0"
"D_C_32"	"0"	"0.229561854472185"	"0.00846063539759612"	"0.0260239991989703"	"0.735953510931249"	"0.00032774779942544"	"0"
"D_C_21"	"0"	"0.196198756688018"	"0.00589574520178472"	"0.0313032105069658"	"0.766602287603231"	"0.000396283623115465"	"0"
"D_C_54"	"0"	"0.20976783219904"	"0"	"0.0223328891728834"	"0.761794000548583"	"0.00664017471667221"	"0"
"D_C_70"	"0"	"0.200608792606234"	"0.0271601504626303"	"0.0324163373427784"	"0.739814719588358"	"1.33058162855516e-05"	"0"
"D_C_43"	"0"	"0.215240765920077"	"0.0443085697894276"	"0.0112413924570071"	"0.725033056097605"	"0.00481520212894391"	"0"
"D_C_109"	"0"	"0.247584714931953"	"0"	"0.0231831100538867"	"0.726340842457334"	"0.00513963256980604"	"0"
"D_C_95"	"0"	"0.23935640750472"	"0.039164339450091"	"0.0305713205469245"	"0.682347115639515"	"0.0086271447379366"	"0"
"D_C_55"	"0"	"0.283428417992353"	"0"	"0.0238839668905714"	"0.681365434624102"	"0.0113537721511488"	"0"
"D_C_171"	"0"	"0.315706100159428"	"0"	"0.00933287429315005"	"0.674961025547422"	"0.000535025120786531"	"0"
"D_C_169"	"0.00402148865438051"	"0.194146852858476"	"0.0268542836534837"	"0.00927482766465944"	"0.75892419908466"	"0.00823984232354956"	"0"
"D_C_121"	"0"	"0.221376227876264"	"0.0100231026551472"	"0.00623727374833397"	"0.762363395720255"	"0.00034941726222284"	"0"
"D_C_146"	"0"	"0.299515875817573"	"0.0246389186398501"	"0.0140913016589525"	"0.661753903883624"	"0.00104562868470237"	"0"
"D_C_129"	"0"	"0.198580781566491"	"0"	"0.0338072851197985"	"0.762174347116436"	"0.00606472331437947"	"0"
"D_C_40"	"0"	"0.194853915090979"	"0.0057995359165188"	"0.0162471257085279"	"0.766610337625878"	"0.0168847934350555"	"0"
"D_C_175"	"0"	"0.252142004763953"	"0.024078908087307"	"0.0336810399433848"	"0.690098047205355"	"0.00120751137977052"	"0"
"D_C_62"	"0"	"0.183490259176561"	"0.0172036519736755"	"0.00828859083861467"	"0.785259694838208"	"0.0067035669911063"	"0"
"D_C_127"	"0"	"0.287660684208141"	"0.0139184624891484"	"0.0176270674715915"	"0.67782328167483"	"0.00361480080182497"	"0"
"D_C_38"	"0"	"0.235917653255438"	"0.0043458645279874"	"0.0221153936467568"	"0.735781121633557"	"0.00211213651183001"	"0"
"D_C_57"	"0"	"0.167609751655198"	"0"	"0.0370354033066153"	"0.783820062851536"	"0.012765887930619"	"0"
"D_C_188"	"0"	"0.212071869667853"	"0.0155022041242134"	"0.0499011089674098"	"0.720738447607329"	"0.00314705406939185"	"0"
"D_C_166"	"0"	"0.249908087748442"	"0.0072865303420171"	"0.00552335968799595"	"0.73047529164663"	"0.00712758011168562"	"0"
"D_C_36"	"0"	"0.238558610706937"	"0"	"0.0174019108072805"	"0.742250953399668"	"0.00291210270485714"	"0"
"D_C_144"	"0"	"0.280965992277282"	"0.0254281503519401"	"0.017397471138744"	"0.672736672492178"	"0.00452373461041086"	"0"
"D_C_115"	"0"	"0.238813065564016"	"0.0186412517880587"	"0.00909133648215524"	"0.73345434616577"	"0.00103625579789516"	"0"
"D_C_81"	"0"	"0.260379864716694"	"0.035510822863295"	"0.00950109340554879"	"0.688470922166295"	"0.00725174368023495"	"0"
"D_C_173"	"0"	"0.22739210230078"	"0.0277096685725246"	"0"	"0.741998109843662"	"0.00343057589354476"	"0"
"D_C_92"	"0"	"0.183414956418039"	"0"	"0.0345684868488441"	"0.765789393731617"	"0.0162282963266802"	"0"
