"Mixture"	"Neutrophils"	"Fibroblasts"	"Melanoma"	"Macrophage"	"Keratinocytes"	"T_cell"	"Endothelial"
"D_8_17_126"	"0.08631300528899"	"0.156861505561357"	"0"	"0.154471964815738"	"0.602353524333915"	"0.000176254372177401"	"0"
"D_8_17_199"	"0.0711172120051814"	"0.16423726372755"	"0"	"0.110904049849968"	"0.645717309814606"	"0.00960784486906535"	"0"
"D_8_17_154"	"0.0675345979965457"	"0.150256160343948"	"0"	"0.152366517572334"	"0.629842724087173"	"0.000467791789447757"	"0"
"D_8_17_101"	"0.0856199134838575"	"0.150460561439586"	"0"	"0.130917080779375"	"0.633002444297182"	"0.00119461174518081"	"0"
"D_8_17_88"	"0.0991777262775449"	"0.149105783153404"	"0.0175893052103412"	"0.167388886206491"	"0.552929574480405"	"0.000774581932133212"	"0.0138087246718148"
"D_8_17_188"	"0.0750461917213504"	"0.11181460673298"	"0.0195474112643436"	"0.140107824181167"	"0.64823077155897"	"8.71044537352376e-05"	"0.00525319454118887"
"D_8_17_48"	"0.0898479238543928"	"0.13385076923754"	"0"	"0.134208774508292"	"0.641952084589143"	"0.000609558575715937"	"0"
"D_8_17_41"	"0.0726190529439257"	"0.123295168398618"	"0"	"0.125326606406104"	"0.678759172251352"	"0.00121997896780791"	"0"
"D_8_17_122"	"0.0731768068947345"	"0.133792979311313"	"0"	"0.140314231533698"	"0.634852198086376"	"0.0181298170108319"	"0"
"D_8_17_64"	"0.0724057026774844"	"0.174856618919278"	"0"	"0.104837850034776"	"0.608951195026798"	"0.000320720407905195"	"0.0389486333416635"
"D_8_17_65"	"0.0835796237552414"	"0.157185096159722"	"0"	"0.118732674427129"	"0.640502605657907"	"0.000747053715102164"	"0"
"D_8_17_45"	"0.0572632748243771"	"0.11523101231586"	"0.00366333299253159"	"0.111661161743684"	"0.701698206190092"	"0.000217981211802357"	"0.0104830119334548"
"D_8_17_153"	"0.0716515297643186"	"0.188751657325977"	"0"	"0.180667255029197"	"0.53915812274081"	"0.000513716908811104"	"0.0197714351396972"
"D_8_17_73"	"0.0867271868599761"	"0.139010682093478"	"0"	"0.193671927456504"	"0.576371441680408"	"0.000601813121611908"	"0.00421876190963482"
"D_8_17_34"	"0.0918952869910347"	"0.117457442478234"	"0.000265732547529667"	"0.142998841724921"	"0.634245316192635"	"0.00154982186331112"	"0.0131373800656458"
"D_8_17_134"	"0.0891741678602693"	"0.155876129222889"	"0"	"0.141868322690717"	"0.602577121126361"	"0.00170962282511647"	"0.0105042590997639"
"D_8_17_197"	"0.0854549697996277"	"0.121919662440763"	"0"	"0.129922078624286"	"0.655091813286859"	"0.0007701488026301"	"0.007611475848464"
"D_8_17_159"	"0.0816863566960964"	"0.132380158165287"	"0"	"0.13114383574052"	"0.650431601627211"	"0.000716873043602934"	"0.00435804777088533"
"D_8_17_61"	"0.0786143947994623"	"0.191623613171254"	"0.00335191733341378"	"0.185784762385034"	"0.529365909820613"	"0.000111756428716729"	"0.0112594024902233"
"D_8_17_98"	"0.0670502125370347"	"0.153663934996141"	"0"	"0.181048229414224"	"0.587421468948427"	"0.0017739101138706"	"0.0108161541041731"
"D_8_17_191"	"0.0688638380761896"	"0.101446016594124"	"0.0159514606643729"	"0.141106870307525"	"0.663790052101154"	"0.00161984236341213"	"0.00760949764681085"
"D_8_17_80"	"0.0983590463356155"	"0.205617193133931"	"0"	"0.156916171434119"	"0.513441260007887"	"0.00101403373518053"	"0.0256663290884479"
"D_8_17_36"	"0.087429817072557"	"0.127674613250923"	"0"	"0.149667954601563"	"0.621513549109635"	"0.00157900673625679"	"0.0137140659653223"
"D_8_17_108"	"0.0751079968682625"	"0.152452815628823"	"0.00804195049039145"	"0.122315168549724"	"0.612280385784715"	"0.000668755957083702"	"0.0298016826780836"
"D_8_17_117"	"0.0564960065278867"	"0.122663689071646"	"0"	"0.123901078475362"	"0.690172531886346"	"0.000353522092931756"	"0.00676669403875892"
"D_8_17_4"	"0.0715681613284468"	"0.135338529318626"	"0.00681691585955635"	"0.15022952799681"	"0.636046865496561"	"0.00140586826859483"	"0"
"D_8_17_82"	"0.0980793068591336"	"0.168572763109077"	"0"	"0.134326723459618"	"0.583705113544382"	"0.00245822710438772"	"0.0153160930277899"
"D_8_17_66"	"0.085217134998538"	"0.125028111417612"	"0"	"0.163169389076568"	"0.614864229062905"	"0.00288956935014903"	"0.0117211354443763"
"D_8_17_11"	"0.0766590680547299"	"0.0984579652106855"	"0.0258744667701434"	"0.150252537176045"	"0.648755962788396"	"0.000703196044428637"	"0"
"D_8_17_95"	"0.0896414197378972"	"0.158694736671514"	"0"	"0.1230641546246"	"0.628599688965989"	"0.00171798542304611"	"0"
"D_8_17_110"	"0.0659369799588509"	"0.150385663756133"	"0"	"0.178276803137392"	"0.605400553147625"	"0.00032774779942544"	"0"
"D_8_17_74"	"0.0780165643277438"	"0.173881006572146"	"0"	"0.144572919630145"	"0.584622628029289"	"0.00325525110563021"	"0.0160479139581608"
"D_8_17_91"	"0.084416020843099"	"0.160518368535018"	"0.0114438135429756"	"0.131424669112584"	"0.575283876417126"	"0.000534896637178532"	"0.0369132515491976"
"D_8_17_138"	"0.0799313496816045"	"0.120458316559149"	"0.0233256786287241"	"0.140385386042979"	"0.619781647255746"	"1.33058162855516e-05"	"0.0161176218317975"
"D_8_17_180"	"0.0616739423267022"	"0.11337105780174"	"0"	"0.166566671198784"	"0.658388328672774"	"0.0006389863930604"	"0"
"D_8_17_128"	"0.084836754894053"	"0.147453602142958"	"0"	"0.156609840061433"	"0.601518843512718"	"0.0022483000129794"	"0.00958095938883779"
"D_8_17_38"	"0.0999773328573623"	"0.157751390846201"	"0"	"0.159519077536357"	"0.562283976547826"	"6.63278791865295e-05"	"0.0204682222122536"
"D_8_17_167"	"0.0699483408235325"	"0.119775799990018"	"0"	"0.176542835242215"	"0.624088925200309"	"3.1591658174877e-05"	"0.00964409874392538"
"D_8_17_32"	"0.0775034565442054"	"0.118328493978966"	"0"	"0.150710264376465"	"0.653457785100363"	"0.000535025120786531"	"0"
"D_8_17_145"	"0.0898944913794738"	"0.140034360179084"	"0.00717680230546427"	"0.121858852822363"	"0.641035493313615"	"0.0014614942392097"	"0"
"D_8_17_171"	"0.0955027907597067"	"0.132797858361952"	"0"	"0.123588116374656"	"0.638373191098977"	"0.00034941726222284"	"0.00973804340470812"
"D_8_17_174"	"0.0595099874640769"	"0.122519243216518"	"0.0110843355066813"	"0.105124754725421"	"0.685219621490265"	"0.00104562868470237"	"0.0165420575970379"
"D_8_17_190"	"0.0571633893187976"	"0.146719332082653"	"0"	"0.135799503420243"	"0.633963754058595"	"0.000627137117105215"	"0.0263540211197116"
"D_8_17_107"	"0.0794873867571905"	"0.150084250237266"	"0"	"0.138909139563318"	"0.613974898966045"	"0.000395707776958981"	"0.0175443244761806"
"D_8_17_72"	"0.0784650041580866"	"0.176546949002854"	"0"	"0.144103619461716"	"0.570791997676454"	"0.00120751137977052"	"0.0300924297008897"
"D_8_17_189"	"0.0602109423373504"	"0.112913321751"	"0"	"0.172268285695431"	"0.654607450216218"	"0.000945763818165173"	"0"
"D_8_17_54"	"0.0709390126168738"	"0.10982575513815"	"0.0239684592961521"	"0.130110378548631"	"0.659751501349931"	"0.00604918969579792"	"0"
"D_8_17_21"	"0.081120139417393"	"0.108068404745326"	"0.0014078871796951"	"0.157396551920207"	"0.647116110487407"	"0.000272169575568967"	"0.00489090624997182"
"D_8_17_100"	"0.0738091473114156"	"0.108733575095166"	"0"	"0.174005219295373"	"0.630488090232036"	"0.00123110574396868"	"0.0129639680660098"
"D_8_17_87"	"0.0920981314335252"	"0.196360521533205"	"0"	"0.149591895083173"	"0.539916377679047"	"0.00136068443619693"	"0.0220330742710488"
"D_8_17_112"	"0.0881492632799133"	"0.145559943810026"	"0"	"0.139572885140373"	"0.621535659663442"	"0.000320849536770095"	"0.00518224810624612"
"D_8_17_120"	"0.0786029680763864"	"0.124371866260431"	"0.00496760532671071"	"0.126511848412772"	"0.648444824665608"	"0.00112357761874292"	"0.017100887258092"
"D_8_17_148"	"0.076974697299537"	"0.167624225175039"	"0"	"0.126762488833337"	"0.619160444663722"	"0.0105301648989189"	"0"
"D_8_17_132"	"0.0851681816942371"	"0.111111621293119"	"0.0178836595349019"	"0.19018778133709"	"0.582703028496614"	"0.00103625579789516"	"0.0129457276440378"
"D_8_17_193"	"0.0695881162580181"	"0.161461815608014"	"0"	"0.109034061611911"	"0.636911974815081"	"0.0241184785390447"	"0"
"D_8_17_24"	"0.0706083098826178"	"0.159662523566081"	"0.00962849227752006"	"0.168639112807373"	"0.549974128059197"	"0.000530456610511081"	"0.0414874334072109"
"D_8_17_176"	"0.0855402457529214"	"0.134729735664917"	"0.0176839192931534"	"0.163952331597978"	"0.58175128266262"	"1.13332517986079e-06"	"0.0163424850284093"
